,name_of_district,name_of_ITI,ITI_code,more_details,Type
0,AGRA,PROCESS & PRODUCT DEVELOPMENT CENTRE PRIVATE ITI FOUNDRY NAGAR [1015 ] - AGRA,1015,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1015,Private
1,AGRA,ANAND PRIVATE ITI BAWANPURA KIRAVALI [1044 ] - AGRA,1044,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1044,Private
2,AGRA,BAIKUNTI DEVI MOHAN LAL PRIVATE ITI [1094 ] - AGRA,1094,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1094,Private
3,AGRA,SHRI RAM ADARSH PRIVATE ITI [1096 ] - AGRA,1096,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1096,Private
4,AGRA,SRI MAHATMA DUDA DHARI SETH JIWARAM PRIVATE ITI SALEH NAGAR BARWARAGRA [1107 ] - AGRA,1107,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1107,Private
5,AGRA,SAUMYA ADARSH PRIVATE ITI [1116 ] - AGRA,1116,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1116,Private
6,AGRA,J.P SHARMA PRIVATE ITI [1118 ] - AGRA,1118,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1118,Private
7,AGRA,SHRI RAM PRIVATE ITI [1120 ] - AGRA,1120,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1120,Private
8,AGRA,SMT. SUKHDEVI PRIVATE ITI [1127 ] - AGRA,1127,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1127,Private
9,AGRA,B.S. PRIVATE ITI [1137 ] - AGRA,1137,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1137,Private
10,AGRA,SHRI UDAIBEER SINGH PRIVATE ITI [1134 ] - AGRA,1134,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1134,Private
11,AGRA,BHARAT PRIVATE ITI [1161 ] - AGRA,1161,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1161,Private
12,AGRA,POORAN CHAND SHARMA PRIVATE ITI [1174 ] - AGRA,1174,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1174,Private
13,AGRA,"SARASWATI PRIVATE INDUSTRIAL TRAINING INSTITUTE [1183], TURAKIYA (NEHAR), AGRA",1183,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1183,Private
14,AGRA,MAA PEETAMBRA PRIVATE ITI [1185 ] - AGRA,1185,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1185,Private
15,AGRA,R.D. PRIVATE ITI [1949 ] - AGRA,1949,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1949,Private
16,AGRA,BALAJI PRIVATE ITI [2322 ] - AGRA,2322,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2322,Private
17,AGRA,SHRI VISHWKARMA PRIVATE ITI AMIT NAGAR DEORI ROAD AGRA [2323 ] - AGRA,2323,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2323,Private
18,AGRA,SMT. ASHARFI DEVI PRIVATE ITI [2334 ] - AGRA,2334,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2334,Private
19,AGRA,T. N. P. S. PRIVATE ITI [2325] - AGRA,2325,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2325,Private
20,AGRA,SMT. SHAKUNTALA DEVI PRIVATE ITI [2326] - AGRA,2326,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2326,Private
21,AGRA,LALCHANDRA BHAGWANDAS PRIVATE ITC [2328] - AGRA,2328,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2328,Private
22,AGRA,SHRI BANKEBIHARI PRIVATE ITI [2329] - AGRA,2329,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2329,Private
23,AGRA,"SARASWATI PRIVATE ITI [2331] -FATEHPUR SIKRI, AGRA",2331,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2331,Private
24,AGRA,"SHUBHAM PRIVATE ITI [2333], KARAHI, FATEHPUR SIKRI, AGRA",2333,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2333,Private
25,AGRA,YUGANTARI PRIVATE ITI [1158] - AGRA,1158,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1158,Private
26,AGRA,U.P. TECHNICAL PRIVATE ITI [2479] - AGRA,2479,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2479,Private
27,AGRA,"NETAJI SUBHASH CHANDRA BOSE PRIVATE ITI [2482], NH-11 FATEHPUR SIKARI ROAD KHERA BAGH KALA, KEERAWALI - AGRA",2482,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2482,Private
28,AGRA,"SMT. SHYAM SUNDARI PRIVATE ITI [2486], SHANT KUNJ COLONY, NAGLA RAM BAL YAMUNA BRIJ - AGRA",2486,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2486,Private
29,AGRA,"MAA ANANADMAI PRIVATE ITI [2518], JAJMAU RAILWAY STATION, SAIYA, AGRA",2518,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2518,Private
30,AGRA,"S.L.R. PRIVATE ITI [2557], BARHAN ATMADPUR, AGRA",2557,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2557,Private
31,AGRA,"SMT REWATI DEVI PRIVATE ITI [2591],SIHARI ROAD ,AGRA",2591,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2591,Private
32,AGRA,"PANDIT BEERI SINGH PRIVATE ITI [2645], AGRA",2645,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2645,Private
33,AGRA,"CROWN PRIVATE ITI [2763], AGRA",2763,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2763,Private
34,AGRA,"PRAHLAD SINGH BHAGAT JI PRIVATE ITI [2779], AGRA",2779,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2779,Private
35,AGRA,"SHIVA PRIVATE ITI [2830], AGRA",2830,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2830,Private
36,AGRA,"SHRI VS MAHERE PRIVATE ITI [2860], AGRA",2860,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2860,Private
37,AGRA,"SMT. MITHILESH FAUZDAR PRIVATE ITI [2895], AGRA",2895,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2895,Private
38,AGRA,"DR. A.P.J KALAM PRIVATE ITI [2916], AGRA",2916,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2916,Private
39,AGRA,"HI-TECH PRIVATE ITI [2936], AGRA",2936,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2936,Private
40,AGRA,"MSR VIDYAPEETH PRIVATE ITI [2937],AGRA",2937,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2937,Private
41,AGRA,"B. R. PRIVATE ITI [3024], KAKRARI, DEORI ROAD, AGRA",3024,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3024,Private
42,AGRA,"SHRI B S PRIVATE ITI [3029], SARASWATI BIHAR COLONY GWALIER ROAD SEWLA, AGRA",3029,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3029,Private
43,AGRA,"SALASAR PRIVATE ITI [3160], AGRA",3160,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3160,Private
44,AGRA,"VIDHYA PRIVATE ITI [3170], AGRA",3170,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3170,Private
45,AGRA,"RUDRA PRIVATE ITI [3186], AGRA",3186,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3186,Private
46,AGRA,"THAKUR NAUBAT SINGH PRIVATE ITI [3187], AGRA",3187,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3187,Private
47,AGRA,"SANT RAMKRISHNA PRIVATE ITI [3195], AGRA",3195,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3195,Private
48,AGRA,"BHAAVYA PRIVATE ITI [3248], AGRA",3248,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3248,Private
49,AGRA,"MRS ROOPAN DEVI PRIVATE ITI [3394], AGRA",3394,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3394,Private
50,AGRA,"G D PRIVATE ITI [3430], AGRA",3430,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3430,Private
51,AGRA,"SHREE DURG SINGH PRIVATE ITI [3447], AGRA",3447,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3447,Private
52,AGRA,"JAI SHIV SHAKTI PRIVATE ITI [3454], AGRA",3454,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3454,Private
53,AGRA,"GYAN GANGA PRIVATE ITI [3507], AGRA",3507,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3507,Private
54,AGRA,"SIDDHI VINAYAK PRIVATE ITI [3538], AGRA",3538,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3538,Private
55,AGRA,"K.V. PRIVATE ITI [3725], AGRA",3725,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3725,Private
56,AGRA,"SS PRIVATE ITI [3728], AGRA",3728,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3728,Private
57,AGRA,"SMT. SHAKUNTALA DEVI PRIVATE ITI [3759], AGRA",3759,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3759,Private
58,AGRA,"FATEH SINGH MEMORIAL PRIVATE ITI [3869], AGRA",3869,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3869,Private
59,AGRA,"SDIP PRIVATE ITI [3953], AGRA",3953,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3953,Private
60,AGRA,"MATESHWARI GANGA DEVI PRIVATE ITI [3968], AGRA",3968,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3968,Private
61,AGRA,"SMT. HARI PYARI DEVI PRIVATE ITI [3185], AGRA",3185,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3185,Private
62,AGRA,"S G PRIVATE ITI [3446], AGRA",3446,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3446,Private
63,AGRA,"S K D PRIVATE ITI [3469], AGRA",3469,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3469,Private
64,AGRA,"SHREE GHOORE LAL PRIVATE ITI [3470], AGRA",3470,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3470,Private
65,AGRA,"SARASWATI PRIVATE ITI [3476], AGRA",3476,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3476,Private
66,AGRA,"TH. BACCHU SINGH PRIVATE ITI [3592], AGRA",3592,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3592,Private
67,AGRA,NATIONAL INSTITUTE OF TECHNICAL EDUCATION PRIVATE ITI [1014] - AGRA,1014,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1014,Private
68,AGRA,PRESENTATION PRIVATE ITI [1075 ] - AGRA,1075,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1075,Private
69,AGRA,AGRA PRIVATE ITI [1066 ] - AGRA,1066,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1066,Private
70,AGRA,P.T. RAM SAHAY PRIVATE ITI [1070 ] - AGRA,1070,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1070,Private
71,AGRA,AGRA GLORY PRIVATE ITI [1110 ] - AGRA,1110,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1110,Private
72,AGRA,SHRI MANI RAM SINGH PRIVATE ITI [1122 ] - AGRA,1122,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1122,Private
73,AGRA,S.G.R. PRIVATE ITI [1130 ] - AGRA,1130,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1130,Private
74,AGRA,RAGHU RAM COLLEGE PRIVATE ITI [1143 ] - AGRA,1143,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1143,Private
75,AGRA,NATIONAL PRIVATE ITI [1149 ] - AGRA,1149,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1149,Private
76,AGRA,SHRI RAM KRISHNA WOMEN’S PRIVATE ITI [1152 ] - AGRA,1152,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1152,Private
77,AGRA,BABA SAHAB AMBEDKAR PRIVATE ITI [1160 ] - AGRA,1160,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1160,Private
78,AGRA,GAYATRI PRIVATE ITI [1163 ] - AGRA,1163,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1163,Private
79,AGRA,YUGANTRI PRIVATE ITI [1165 ] - AGRA,1165,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1165,Private
80,AGRA,SITARAM PRIVATE ITI [1964] - AGRA,1964,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1964,Private
81,AGRA,C.L.MEMORIAL PRIVATE ITI [2324 ] - AGRA,2324,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2324,Private
82,AGRA,SHRI SARWAN SINGH PRIVATE ITI [2359] - AGRA,2359,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2359,Private
83,AGRA,"ADARSH PRIVATE ITI [2560], FARAH ROAD, ACHNERA, AGRA",2560,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2560,Private
84,AGRA,"ILZA SIDDQE PRIVATE ITI [2574] TAJ GANJ ,AGRA",2574,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2574,Private
85,AGRA,"RURAL PRIVATE ITI [2641], AGRA",2641,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2641,Private
86,AGRA,"BRIGHT FUTURE PRIVATE ITI [2711], AGRA",2711,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2711,Private
87,AGRA,"RCS MEMORIAL PRIVATE ITI [2773], AGRA",2773,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2773,Private
88,AGRA,"SANJAY GANDHI PRIVATE ITI [2774], AGRA",2774,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2774,Private
89,AGRA,"JHON MILTON PRIVATE ITI [2837], AGRA",2837,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2837,Private
90,AGRA,"SSD PRIVATE ITI [2864], AGRA",2864,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2864,Private
91,AGRA,"VARDHAMAN PRIVATE ITI [2889], AGRA",2889,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2889,Private
92,AGRA,"S.R. PRIVATE ITI [2920], AGRA",2920,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2920,Private
93,AGRA,"SHRI VANKHANDI MAHADEV PRIVATE ITI [2928], AGRA",2928,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2928,Private
94,AGRA,"MAHARANA PRATAP PRIVATE ITI [3066], AGRA",3066,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3066,Private
95,AGRA,"A D F S PRIVATE ITI [3163], AGRA",3163,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3163,Private
96,AGRA,"S K R PRIVATE ITI [3455], AGRA",3455,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3455,Private
97,AGRA,"KAILASH SMARAK PRIVATE ITI [3462], AGRA",3462,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3462,Private
98,AGRA,"SHRI KASHIRAM PRIVATE ITI [3485], AGRA",3485,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3485,Private
99,AGRA,"KRISHNA INTERNATIONAL PRIVATE ITI [3512], AGRA",3512,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3512,Private
100,AGRA,"AKBAR SINGH PRIVATE ITI [3597], AGRA",3597,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3597,Private
101,AGRA,"SMT. BHU DEVI PRIVATE ITI [3729], AGRA",3729,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3729,Private
102,AGRA,"VINAYAK PRIVATE ITI [3863], AGRA",3863,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3863,Private
103,AGRA,"JAY HANUMAN PRIVATE ITI [3870], AGRA",3870,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3870,Private
104,AGRA,FINE ARTS PHOTOGRAPHY TRAINING INSTITUTE [1012 ] - AGRA,1012,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1012,Private
105,AGRA,"ST. JOHNS TECHNICAL INSTITUTE PRIVATE ITI [1013],HOSPITAL ROAD RAJENDRA MARKET AGRA",1013,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1013,Private
106,AGRA,SHIV RAJ PRAKASH PRIVATE ITI [1109 ] - AGRA,1109,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1109,Private
107,AGRA,ACHNERA PRIVATE ITI [1112 ] - AGRA,1112,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1112,Private
108,AGRA,S.P. UPADHYAY PRIVATE ITI [1115 ] - AGRA,1115,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1115,Private
109,AGRA,SHRI RAM PRIVATE ITI [1126 ] - AGRA,1126,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1126,Private
110,AGRA,SMT. UTTRA DEVI SIKARWAR PRIVATE ITI [1129 ] - AGRA,1129,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1129,Private
111,AGRA,GYANDEEP PRIVATE ITI [1136 ] - AGRA,1136,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1136,Private
112,AGRA,HOLY MOTHER TERESA PRIVATE ITI [1139 ] - AGRA,1139,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1139,Private
113,AGRA,MAMTA PRESENTATION PRIVATE ITI [1141 ] - AGRA,1141,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1141,Private
114,AGRA,G.B. PRIVATE ITI D. D. ASHRAM NAGLA VISHNU AGRA [1142 ] - AGRA,1142,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1142,Private
115,AGRA,YAUGANTRI PRIVATE ITI [1162 ] - AGRA,1162,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1162,Private
116,AGRA,RAJA S.P.SINGH PRIVATE ITI [1179 ] - AGRA,1179,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1179,Private
117,AGRA,SHRI BHAWANI SINGH PRIVATE ITI [2327] - AGRA,2327,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2327,Private
118,AGRA,KRISHNA PRIVATE ITI [2330] - AGRA,2330,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2330,Private
119,AGRA,KARAN SINGH MEMORIAL PRIVATE ITI [2332 ] - AGRA,2332,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2332,Private
120,AGRA,MAA VAISHNO PRIVATE ITI [2357 ] - AGRA,2357,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2357,Private
121,AGRA,"B. K. PRIVATE ITI [2487], MITAWALI, ETMADPUR - AGRA",2487,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2487,Private
122,AGRA,"RADHA KRISHNA PRIVATE ITI [2531], MANGOROOL TAJ, AGRA",2531,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2531,Private
123,AGRA,"N.D. PRIVATE ITI [2583], NAUFARI SHAMSABAD ROAD, AGRA",2583,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2583,Private
124,AGRA,"SANT RAMKRISHNA PRIVATE ITI [2592] ,BALKESHWAR ROAD, AGRA",2592,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2592,Private
125,AGRA,"M.D. PRIVATE ITI [2690], AGRA",2690,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2690,Private
126,AGRA,"GYAN BHARTI PRIVATE ITI [2748], AGRA",2748,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2748,Private
127,AGRA,"SHRI CHANDRABHAN SINGH PRIVATE ITI [2761], AGRA",2761,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2761,Private
128,AGRA,"JAI DEVI PRIVATE ITI [2807], AGRA",2807,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2807,Private
129,AGRA,"SHRI B.L. PRIVATE ITI [2820], AGRA",2820,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2820,Private
130,MATHURA,"TAPASTHALI PRIVATE ITI [2764], MATHURA",2764,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2764,Private
131,MATHURA,"R.B.S.S. PRIVATE ITI [2767], MATHURA",2767,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2767,Private
132,MATHURA,"LORD KRISHNA PRIVATE ITI [2823], MATHURA",2823,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2823,Private
133,MATHURA,"GOPAL PRIVATE ITI [2856], MATHURA",2856,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2856,Private
134,MATHURA,"RAJBEER SINGH PRIVATE ITI [2861], MATHURA",2861,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2861,Private
135,MATHURA,"MASTER TIKAM SINGH PRIVATE ITI [2879], MATHURA",2879,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2879,Private
136,MATHURA,"MAA RAMDULARI PVT. ITI [2752], MATHURA",2752,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2752,Private
137,MATHURA,"K.G. PRIVATE ITI [2738], MATHURA",2738,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2738,Private
138,MATHURA,"MAA VIMALESH DEVI PRIVATE ITI [2729], MATHURA",2729,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2729,Private
139,MATHURA,"ACHARYA CHOB SINGH PRIVATE ITI [2719], MATHURA",2719,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2719,Private
140,MATHURA,"DUSHYANT PRIVATE ITI [2580], SAHAR CHHATTA, MATHURA",2580,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2580,Private
141,MATHURA,RATAN PRIVATE ITI [2300] - MATHURA,2300,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2300,Private
142,MATHURA,PT. T.N. PRIVATE ITI [2288 ] - MATHURA,2288,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2288,Private
143,MATHURA,VIJAY SINGH PACHAINYA PRIVATE ITI [2305 ] - MATHURA,2305,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2305,Private
144,MATHURA,TEERTH VIKAS TRUST PRIVATE ITI [2307 ] - MATHURA,2307,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2307,Private
145,MATHURA,CAPT. RAKESH RAMESH CHAND PRIVATE ITI [2275 ] - MATHURA,2275,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2275,Private
146,MATHURA,"CHAUDHARY NIROTTAM SINGH PRIVATE ITI [2278 ] - GARHI ASHIYA, MATHURA",2278,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2278,Private
147,MATHURA,SMT. VIMLA DEVI PRIVATE ITI [1186 ] - MATHURA,1186,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1186,Private
148,MATHURA,CHANDANVAN PRIVATE ITI [1189 ] - MATHURA,1189,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1189,Private
149,MATHURA,BRIJ PRIVATE ITI [1068 ] - MATHURA,1068,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1068,Private
150,MATHURA,DAKSH PRIVATE ITI [1073 ] - MATHURA,1073,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1073,Private
151,MATHURA,M.S.D PRIVATE ITI [1082 ] - MATHURA,1082,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1082,Private
152,MATHURA,SHRI BANKEY BEHARI PRIVATE ITI [1097 ] - MATHURA,1097,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1097,Private
153,MATHURA,FATEH SINGH PRIVATE ITI [1045 ] - MATHURA,1045,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1045,Private
154,MATHURA,BHARTIYA PRIVATE ITI RAYA MATHURA [1057 ] - MATHURA,1057,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1057,Private
155,MATHURA,RAJ PRIVATE ITI [1027 ] - MATHURA,1027,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1027,Private
156,MATHURA,"ANANT PRIVATE ITI [4073], MATHURA",4073,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4073,Private
157,MATHURA,"R.K. PRIVATE ITI [3871], MATHURA",3871,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3871,Private
158,MATHURA,"MAA RESHAM DEVI BHAGWAN DASS PRIVATE ITI [3840], MATHURA",3840,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3840,Private
159,MATHURA,"SHYAMA PRIVATE ITI [3860], MATHURA",3860,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3860,Private
160,MATHURA,"TRUE VALUES PRIVATE ITI [3862], MATHURA",3862,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3862,Private
161,MATHURA,"BABA JOHRI PRIVATE ITI [3880], MATHURA",3880,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3880,Private
162,MATHURA,"KUNJ BIHARI LAL PRIVATE ITI [3774], MATHURA",3774,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3774,Private
163,MATHURA,"RADHA RANI PRIVATE ITI [3792], MATHURA",3792,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3792,Private
164,MATHURA,"SHRI NAVAL KISHOR PRIVATE ITI [3896], MATHURA",3896,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3896,Private
165,MATHURA,"M.S.S. PRIVATE ITI [3936], MATHURA",3936,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3936,Private
166,MATHURA,"SHRI DIGAMBAR SINGH ANGOORI PRIVATE ITI [3945], MATHURA",3945,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3945,Private
167,MATHURA,"H.S. SOLANKI PRIVATE ITI [4051], MATHURA",4051,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4051,Private
