,name_of_district,name_of_ITI,ITI_code,more_details,Type
419,ALIGARH,"CHANDRA SEKHAR AZAD PRIVATE ITI [3914], ALIGARH",3914,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3914,Private
420,ALIGARH,"CHAUDHARY JASWANT SINGH PRIVATE ITI [3879], ALIGARH",3879,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3879,Private
421,ALIGARH,M.D NAGLA MURARI SARSAUL PRIVATE ITI [1055 ] - ALIGARH,1055,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1055,Private
422,ALIGARH,SHRI KUMAR SEN SHARMA PRIVATE ITI [1124 ] - ALIGARH,1124,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1124,Private
423,ALIGARH,SH. SHYAM LAL SINGH PRIVATE ITI [1175 ] - ALIGARH,1175,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1175,Private
424,ALIGARH,"SHANTI SWAROOP MITTAL PRIVATE ITI [2858], ALIGARH",2858,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2858,Private
425,ALIGARH,"INGRAHAM PRIVATE ITI [3028], INGRAHAM INSTITUTE CAMPUS BANA DEVI G.T. ROAD, ALIGARH",3028,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3028,Private
426,ALIGARH,KHEMA PRIVATE ITI [2312] - ALIGARH,2312,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2312,Private
427,ALIGARH,GYAN PRIVATE ITI [2316 ] - ALIGARH,2316,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2316,Private
428,ALIGARH,"JANHIT PRIVATE ITI [3095], ALIGARH",3095,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3095,Private
429,ALIGARH,"SADGURU PRIVATE ITI [3765], ALIGARH",3765,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3765,Private
430,ALIGARH,GAURAV PRIVATE ITI [1121 ] - ALIGARH,1121,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1121,Private
431,ALIGARH,SMT LAXMI DEVI PRIVATE ITI IGLAS ALIGARH [1060 ] - ALIGARH,1060,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1060,Private
432,ALIGARH,VIJAY MAHAVIDHYALAY PRIVATE ITI [1052] - ALIGARH,1052,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1052,Private
433,ALIGARH,KHAIR PRIVATE ITI (ALIGARH) [1016 ],1016,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1016,Private
434,ALIGARH,BHAVNA SINGH PRIVATE ITI RAJIV NAGAR [1019] - ALIGARH,1019,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1019,Private
435,ALIGARH,"VISION PRIVATE ITI [3865], ALIGARH",3865,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3865,Private
436,ALIGARH,"ARYA SANSKRIT PRIVATE ITI [3750], ALIGARH",3750,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3750,Private
437,ALIGARH,"KALAVATI DEVI PRIVATE ITI [3928], ALIGARH",3928,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3928,Private
438,ALIGARH,DR. RATHI PRIVATE ITI [2310] - ALIGARH,2310,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2310,Private
439,ALIGARH,A. S. PRIVATE ITI [2314] - ALIGARH,2314,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2314,Private
440,ALIGARH,ISHA DEVI MEMORIAL PRIVATE ITI [2319 ] - ALIGARH,2319,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2319,Private
441,ALIGARH,"BAUHARE HARI SINGH PRIVATE ITI [2723], ALIGARH",2723,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2723,Private
442,ALIGARH,"KRISHNA PRIVATE ITI [2923], ALIGARH",2923,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2923,Private
443,ETAH,S. S. PRIVATE ITI [2291] - ETAH,2291,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2291,Private
444,ETAH,DR. RAM SINGH PRIVATE ITI [2283 ] - ETAH,2283,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2283,Private
445,ETAH,"KRIPAL SINGH PRIVATE ITI [4028], ETAH",4028,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4028,Private
446,ETAH,"K.S. PRIVATE ITI 51, SHANTI NAGAR [1048 ] - ETAH",1048,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1048,Private
447,ETAH,ETAH PRIVATE ITI [2293 ] - ETAH,2293,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2293,Private
448,ETAH,SMT. MOHANI DEVI PRIVATE ITI [2287 ] - ETAH,2287,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2287,Private
449,ETAH,S.B.S PRIVATE ITI [1108 ] - ETAH,1108,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1108,Private
450,ETAH,SHRI PRADEEP KUMAR BHAMA SHAH PRIVATE ITI [1095 ] - ETAH,1095,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1095,Private
451,ETAH,"SRI KRISHNA PRIVATE ITI [3266], ETAH",3266,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3266,Private
452,ETAH,"RADHA DEVI PRIVATE ITI [3486], ETAH",3486,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3486,Private
453,ETAH,"UNNATI PRIVATE ITI [4027], ETAH",4027,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4027,Private
454,ETAH,RAJESH KUMAR SADHNA DEVI PRIVATE ITI [2295] - ETAH,2295,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2295,Private
455,ETAH,"S.L.M.S PRIVATE ITI [2931], ETAH",2931,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2931,Private
456,ETAH,"RAJKAMAL PRIVATE ITI [2832], ETAH",2832,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2832,Private
457,ETAH,"L.M.S. PRIVATE ITI [2880], ETAH",2880,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2880,Private
458,ETAH,"MAHESH CHANDRA RAJEEV KUMAR PRIVATE ITI [3132], ETAH",3132,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3132,Private
459,ETAH,"SHRI RAM PRIVATE ITI [3366], ETAH",3366,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3366,Private
460,ETAH,"MAA SITA RANI BHAMASHAH PRIVATE ITI [3333], ETAH",3333,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3333,Private
461,ETAH,"SHREE RAMPRAKASH PRADEEP BHAMASHAH PRIVATE ITI [3334], ETAH",3334,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3334,Private
462,ETAH,VASHISTH PRIVATE ITI [2281 ] - ETAH,2281,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2281,Private
463,ETAH,PROFESSIONAL'S TECHNICAL INSTITUTE [1031 ] - ETAH,1031,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1031,Private
464,ETAH,EX SAINIK PRIVATE ITI [1032 ] - ETAH,1032,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1032,Private
465,ETAH,BHARTIA PRIVATE ITI HOLI GATE [1033 ] - ETAH,1033,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1033,Private
466,ETAH,CHANDRAKANTA PRIVATE ITI MIRHACHI [1034 ] - ETAH,1034,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1034,Private
467,ETAH,SAINIK PRIVATE ITI [1091 ] - ETAH,1091,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1091,Private
468,ETAH,RAJAN SHREE PRIVATE ITI [1128 ] - ETAH,1128,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1128,Private
469,KANSGANJ,SHRI BALAJI PRIVATE ITI [1135 ] - KANSGANJ,1135,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1135,Private
470,KANSGANJ,"R.N. PRIVATE ITI JAKHERA ROAD, BILRAM KASGANJ [1046 ] - KASGANJ",1046,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1046,Private
471,KANSGANJ,PANDIT DEEN DAYAL TECHNICAL INSTT. PRIVATE ITI [1067 ] - KANSGANJ,1067,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1067,Private
472,KANSGANJ,"BALAJEE PRIVATE ITI [2866], KANSGANJ",2866,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2866,Private
473,KANSGANJ,"V K JAIN PRIVATE ITI [3092], KANSGANJ",3092,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3092,Private
474,KANSGANJ,S R N PRIVATE ITI [2391] - KANSGANJ,2391,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2391,Private
475,KANSGANJ,M. M. COLLEGE OF PRIVATE ITI [2254] - KANSGANJ,2254,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2254,Private
476,KANSGANJ,SMT. MADHURI MAHESHWARI PRIVATE ITI [2289] - KANSGANJ,2289,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2289,Private
477,KANSGANJ,"JAI RAM SINGH PRIVATE ITI [2515],BILRAM KANSGANJ",2515,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2515,Private
478,KANSGANJ,"M.P. SINGH PRIVATE ITI [2511], PAHARPUR MAFI, KANSGANJ",2511,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2511,Private
479,KANSGANJ,"SHREE DINESH BHAIYA PRIVATE ITI [4011], KANSGANJ",4011,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4011,Private
480,KANSGANJ,"SHREE JAGDISH SHANTI PRIVATE ITI [3120], KANSGANJ",3120,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3120,Private
481,KANSGANJ,"M R PRIVATE ITI [3544], KANSGANJ",3544,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3544,Private
482,KANSGANJ,"R M PRIVATE ITI [3546], KANSGANJ",3546,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3546,Private
483,KANSGANJ,MAA RAMAWATI PRIVATE ITI [1072 ] - KASGANJ,1072,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1072,Private
484,KANSGANJ,"SMT. KIRAN PRIVATE ITI [3897], KANSGANJ",3897,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3897,Private
485,KANSGANJ,"SHRI SURAJ PAL SINGH PRIVATE ITI [3955], KANSGANJ",3955,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3955,Private
486,KANSGANJ,RAMWATI PRIVATE ITI [1053 ] - KASGANJ,1053,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1053,Private
487,KANSGANJ,SMT. RAMWATI PRIVATE ITI [2363] - KANSGANJ,2363,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2363,Private
488,KANSGANJ,N.S.TECHNICAL INSTITUTE GANESHPUR GANJNDWARA [1100 ] - KANSGANJ,1100,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1100,Private
489,KANSGANJ,KIRAN PRIVATE ITI [1101 ] - KANSGANJ,1101,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1101,Private
490,KANSGANJ,R.N. PRIVATE ITI GANGESHWAR COLONY KASGANJ [1035 ] - KANSGANJ,1035,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1035,Private
491,KANSGANJ,"SSJS PRIVATE ITI [4049], KANSGANJ",4049,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4049,Private
492,KANSGANJ,"CH. R.P. PRIVATE ITI [3935], KANSGANJ",3935,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3935,Private
493,KANSGANJ,"SIR M U PRIVATE ITI [3198], KANSGANJ",3198,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3198,Private
494,KANSGANJ,"S N PRIVATE ITI [3365], KANSGANJ",3365,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3365,Private
495,HATHRAS,"S S C M B D PRIVATE ITI [3318], HATHRAS",3318,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3318,Private
496,HATHRAS,"KUWAR PRIVATE ITI [3359], HATHRAS",3359,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3359,Private
497,HATHRAS,"K L PRIVATE ITI [3360], HATHRAS",3360,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3360,Private
498,HATHRAS,"RAM SHANKAR SARASWAT PRIVATE ITI [3429], HATHRAS",3429,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3429,Private
499,HATHRAS,"PREMVATI DEVI PRIVATE ITI [3094], HATHRAS",3094,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3094,Private
500,HATHRAS,"KAKA DALCHAND PRIVATE ITI [3449], HATHRAS",3449,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3449,Private
501,HATHRAS,MAA REVATI DEVI PRIVATE ITI [2266 ] - HATHRAS,2266,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2266,Private
502,HATHRAS,"R.V.S PRIVATE ITI [2932], HATHRAS",2932,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2932,Private
503,HATHRAS,"R.B. GAUTAM PRIVATE ITI [2853], HATHRAS",2853,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2853,Private
504,HATHRAS,"SRD PRIVATE ITI [2687], HATHRAS",2687,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2687,Private
505,HATHRAS,GANGA PRASAD MEMORIAL PRIVATE ITI [2267] - HATHRAS,2267,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2267,Private
506,HATHRAS,"HIND PRIVATE ITI [3041], HATHRAS",3041,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3041,Private
507,HATHRAS,"CHANDAN DEEP PRIVATE ITI [2891], HATHRAS",2891,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2891,Private
508,HATHRAS,"S.S.M.B.D PRIVATE ITI [2938],HATHRAS",2938,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2938,Private
509,HATHRAS,"SHRI R. C. KUSHWAH PRIVATE ITI [2985], GAUHANA SASNI HATHRAS",2985,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2985,Private
510,HATHRAS,"VS PRIVATE ITI [2579] ALAMPUR, HATHRAS",2579,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2579,Private
511,HATHRAS,KANYA GURKUL PRIVATE ITI [1047 ] - HATHRAS,1047,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1047,Private
512,HATHRAS,"SMT. MITHILESH SHARMA PRIVATE ITI [3963], HATHRAS",3963,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3963,Private
513,HATHRAS,SRI GIRIRAJ DHAWAN PRIVATE ITI [1113 ] - HATHRAS,1113,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1113,Private
514,HATHRAS,JAI SHIV PRIVATE ITI [1181 ] - HATHRAS,1181,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1181,Private
515,HATHRAS,GANGA PRASAD MEMORIAL PRIVATE ITI [1151 ] - HATHRAS,1151,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1151,Private
516,HATHRAS,SRI RAGHAV PRIVATE ITI [1170 ] - HATHRAS,1170,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1170,Private
517,HATHRAS,"SETH PREMCHANDRA OMSHRI PRIVATE ITI [3478], HATHRAS",3478,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3478,Private
518,HATHRAS,"G P M S S PRIVATE ITI [3467], HATHRAS",3467,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3467,Private
519,HATHRAS,"SHRI GAJADHRA SINGH PRIVATE ITI [3475], HATHRAS",3475,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3475,Private
520,HATHRAS,"RAJKAMAL PRIVATE ITI [3849], HATHRAS",3849,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3849,Private
521,HATHRAS,"MAA RAJO DEVI PRIVATE PRIVATE ITI [3297], HATHRAS",3297,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3297,Private
522,HATHRAS,"S R G PRIVATE ITI [3089], HATHRAS",3089,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3089,Private
523,HATHRAS,"P.K. EDUCATIONAL PRIVATE ITI [4066], HATHRAS",4066,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4066,Private
524,HATHRAS,"P L SHASTRI PRIVATE ITI [3964], HATHRAS",3964,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3964,Private
525,HATHRAS,"SHRI J P P PRIVATE ITI [3979], HATHRAS",3979,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3979,Private
526,HATHRAS,"GAJANAN PRIVATE ITI [2552], MAI KHANDAULI SADABAD, HATHRAS",2552,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2552,Private
527,HATHRAS,"MAA PARVATI PRIVATE ITI [2553] BANKA MURSAN, HATHRAS",2553,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2553,Private
528,HATHRAS,"MAA KAMLESH DEVI PRIVATE ITI [2705], HATHRAS",2705,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2705,Private
529,HATHRAS,"CAPATAIN P.L. PRIVATE ITI [2741], HATHRAS",2741,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2741,Private
530,HATHRAS,"SHRI LEELADHAR PRIVATE ITI [2660], HATHRAS",2660,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2660,Private
531,HATHRAS,SETH BALKISHAN PRIVATE ITI [1021] - HATHRAS,1021,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1021,Private
532,HATHRAS,"SHREE RADHA MADHAV PRIVATE ITI [3093], HATHRAS",3093,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3093,Private
533,HATHRAS,"SHRI C P S CHHONKAR PRIVATE ITI [3090], HATHRAS",3090,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3090,Private
534,HATHRAS,"SANKAT MACHAN PRIVATE ITI [2848], HATHRAS",2848,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2848,Private
535,HATHRAS,"GYAN DEEP PRIVATE ITI [3304], HATHRAS",3304,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3304,Private
536,HATHRAS,"KAPOORI DEVI MEMORIAL PRIVATE ITI [3356], HATHRAS",3356,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3356,Private
537,HATHRAS,"SMT. MANWATI DEVI PRIVATE ITI [3354], HATHRAS",3354,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3354,Private
538,HATHRAS,"BABA SAHAB AMBEDAKAR PRIVATE ITI [3180], HATHRAS",3180,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3180,Private
539,HATHRAS,SRI RAM RASTRIYA PRIVATE ITI [1056 ] - HATHRAS,1056,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1056,Private
540,HATHRAS,KHACHERMAL SARSWAT PRIVATE ITI [1023 ] - HATHRAS,1023,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1023,Private
541,HATHRAS,"RAM SWAROOP PRIVATE ITI RATI KA NAGLA, HATHRAS [1156 ] - HATHRAS",1156,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1156,Private
542,HATHRAS,R.P. PRIVATE ITI [1131 ] - HATHRAS,1131,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1131,Private
543,HATHRAS,"CAPTAIN PYARELAL PRIVATE ITI [1125 ] MAI, SADABAD,HATHRAS [1125] - HATHRAS",1125,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1125,Private
544,HATHRAS,R.S. PRIVATE ITI [2264 ] - HATHRAS,2264,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2264,Private
545,BAREILLY,SHRI SAI PRIVATE ITI [2253 ] - BAREILLY,2253,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2253,Private
546,BAREILLY,SHRI RAM CHANDRA SMARAK PRIVATE ITI [2257 ] - BAREILLY,2257,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2257,Private
547,BAREILLY,ANUBIS PRIVATE ITI [2258 ] - BAREILLY,2258,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2258,Private
548,BAREILLY,KHUSRO PRIVATE ITI [1084 ] - BAREILLY,1084,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1084,Private
549,BAREILLY,SHRI RAM RAKSHPAL SHARMA PRIVATE ITI [1103 ] - BAREILLY,1103,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1103,Private
550,BAREILLY,DR. SUSHILA GIRISH PRIVATE ITI [1039 ] - BAREILLY,1039,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1039,Private
551,BAREILLY,NARAYAN PRIVATE ITI PILIBHIT ROAD [1040 ] - BAREILLY,1040,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1040,Private
552,BAREILLY,VIDYA PRIVATE ITI [1041 ] - BAREILLY,1041,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1041,Private
553,BAREILLY,SHIV SHANKER PRIVATE ITI [1059 ] - BAREILLY,1059,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1059,Private
554,BAREILLY,"INDIAN PRIVATE ITI, SAITHAL [1088]- BAREILLY",1088,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1088,Private
555,BAREILLY,"KAILASH GANGA MEMORIAL PRIVATE ITI [3309], BAREILLY",3309,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3309,Private
556,BAREILLY,"SRI CHITRAGUPT PRIVATE ITI [3073], BAREILLY",3073,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3073,Private
557,BAREILLY,MEHRA INFOSYS PRIVATE ITI [1037] - BAREILLY,1037,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1037,Private
558,BAREILLY,ROHILKHAND PRIVATE ITI [2358] - BAREILLY,2358,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2358,Private
559,BAREILLY,"DEVBHOOMI PRIVATE ITI [2656], BAREILLY",2656,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2656,Private
560,BAREILLY,"SWAMI VIVEKANAND PRIVATE ITI [2675], BAREILLY",2675,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2675,Private
561,BAREILLY,"RADHA KRISHAN PRIVATE ITI [2642], BAREILLY",2642,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2642,Private
562,BAREILLY,"SWAMI SOMNATH PRIVATE ITI [2612], SHAHPURA MANPUR BAHERI, BARELLY",2612,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2612,Private
563,BAREILLY,"RAJSHREE INSTITUTE OF MANAGEMENT AND TECHNOLOGY PRIVATE ITI [4096], BAREILLY",4096,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=4096,Private
564,BAREILLY,"FOCUS PRIVATE ITI [3420], BAREILLY",3420,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3420,Private
565,BAREILLY,"ROHILLA PRIVATE ITI [3663], BAREILLY",3663,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3663,Private
566,BAREILLY,ISHWARI PRASAD MEMORIAL PRIVATE ITI [1102 ] - BAREILLY,1102,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1102,Private
567,BAREILLY,BANKEY BEHARI TECH. EDUCATION CENTRE PRIVATE ITI [1038 ] - BAREILLY,1038,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1038,Private
568,BAREILLY,"SARDAR PATEL PRIVATE ITI [2755], BAREILLY",2755,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2755,Private
569,BAREILLY,ASIAN PRIVATE ITI [2255] - BAREILLY,2255,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2255,Private
570,BAREILLY,AAKASH PRIVATE ITI [2260 ] - BAREILLY,2260,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2260,Private
571,BAREILLY,"BHARAT PRIVATE ITI [3144], BAREILLY",3144,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3144,Private
572,BAREILLY,"PRIYA DARSHI ACADEMY PRIVATE ITI [3395], BAREILLY",3395,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3395,Private
573,BAREILLY,KALAWATI MINI PRIVATE ITI [1036 ] - BAREILLY,1036,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1036,Private
574,BUDAUN,SHIVANGI PRIVATE ITI [1173 ] - BADAUN,1173,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1173,Private
575,BUDAUN,SHRI G.J.S PRIVATE ITI [2261 ] - BADAUN,2261,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2261,Private
576,BUDAUN,BAGRAIN PRIVATE ITI [2259 ] - BADAUN,2259,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2259,Private
577,BUDAUN,"VIVEKANAND PRIVATE ITI [2496], MIYAPUR DIYORA-BHUSAYAN, BUDAUN",2496,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2496,Private
578,BUDAUN,"GLOBAL PRIVATE ITI [3874], BADAUN",3874,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=3874,Private
579,BUDAUN,"B.K PRIVATE ITI [2610] SAIDPUR, BADAUN",2610,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2610,Private
580,BUDAUN,GLOBAL PRIVATE ITI [1083 ] - BADAUN,1083,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1083,Private
581,BUDAUN,POP SINGH SMARAK PRIVATE ITI [1167 ] - BADAUN,1167,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=1167,Private
582,PILIBHIT,ADESH PRIVATE ITI [2263 ] - PILIBHIT,2263,http://apps.vppup.in/General/frmitiProfilePageDetails_New.aspx?j=2263,Private
